t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1439346547,8804,4408.864620,0.000000,0.000000,0.000000,events/second
1439346549,31468,7878.418639,0.000000,0.000000,0.000000,events/second
